Alexander (R-TN),Ayotte (R-NH),Baldwin (D-WI),Barrasso (R-WY),Bennet (D-CO),Blumenthal (D-CT),Blunt (R-MO),Booker (D-NJ),Boozman (R-AR),Boxer (D-CA),Brown (D-OH),Burr (R-NC),Cantwell (D-WA),Capito (R-WV),Cardin (D-MD),Carper (D-DE),Casey (D-PA),Cassidy (R-LA),Coats (R-IN),Cochran (R-MS),Collins (R-ME),Coons (D-DE),Corker (R-TN),Cornyn (R-TX),Cotton (R-AR),Crapo (R-ID),Cruz (R-TX),Daines (R-MT),Donnelly (D-IN),Durbin (D-IL),Enzi (R-WY),Ernst (R-IA),Feinstein (D-CA),Fischer (R-NE),Flake (R-AZ),Franken (D-MN),Gardner (R-CO),Gillibrand (D-NY),Graham (R-SC),Grassley (R-IA),Hatch (R-UT),Heinrich (D-NM),Heitkamp (D-ND),Heller (R-NV),Hirono (D-HI),Hoeven (R-ND),Inhofe (R-OK),Isakson (R-GA),Johnson (R-WI),Kaine (D-VA),King (I-ME),Kirk (R-IL),Klobuchar (D-MN),Lankford (R-OK),Leahy (D-VT),Lee (R-UT),Manchin (D-WV),Markey (D-MA),McCain (R-AZ),McCaskill (D-MO),McConnell (R-KY),Menendez (D-NJ),Merkley (D-OR),Mikulski (D-MD),Moran (R-KS),Murkowski (R-AK),Murphy (D-CT),Murray (D-WA),Nelson (D-FL),Paul (R-KY),Perdue (R-GA),Peters (D-MI),Portman (R-OH),Reed (D-RI),Reid (D-NV),Risch (R-ID),Roberts (R-KS),Rounds (R-SD),Rubio (R-FL),Sanders (I-VT),Sasse (R-NE),Schatz (D-HI),Schumer (D-NY),Scott (R-SC),Sessions (R-AL),Shaheen (D-NH),Shelby (R-AL),Stabenow (D-MI),Sullivan (R-AK),Tester (D-MT),Thune (R-SD),Tillis (R-NC),Toomey (R-PA),Udall (D-NM),Vitter (R-LA),Warner (D-VA),Warren (D-MA),Whitehouse (D-RI),Wicker (R-MS),Wyden (D-OR),billTitle,sponsor,subjects,title,voteDate,voteResult
Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,S.Amdt. 87,Hoeven (R-ND),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 21, 2015,  04:42 PM",Amendment Rejected
Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,S.Amdt. 58,Schatz (D-HI),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 21, 2015,  05:03 PM",Amendment Rejected
Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,S.Amdt. 113,Boxer (D-CA),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  03:57 PM",Amendment Rejected
Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,S.Amdt. 18,Fischer (R-NE),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  04:30 PM",Amendment Rejected
Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,S.Amdt. 99,Manchin (D-WV),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  04:56 PM",Motion to Table Agreed to
Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,S.Amdt. 24,Sanders (I-VT),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  05:15 PM",Motion to Table Agreed to
Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,S.Amdt. 71,Lee (R-UT),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  05:33 PM",Amendment Rejected
Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,S.Amdt. 123,Murkowski (R-AK),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  05:50 PM",Amendment Agreed to
Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,S.Amdt. 27,Wyden (D-OR),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  06:15 PM",Amendment Rejected
Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,S.Amdt. 78,Blunt (R-MO),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  06:35 PM",Amendment Rejected
Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,S.Amdt. 126,Cornyn (R-TX),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  06:53 PM",Amendment Agreed to
Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,S.Amdt. 72,Menendez (D-NJ),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  07:12 PM",Amendment Rejected
Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,S. 1,Hoeven (R-ND),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",S. 1,"January 22, 2015,  09:28 PM",Motion for Attendance Agreed to
Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,S.Amdt. 25,Markey (D-MA),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  10:06 PM",Motion to Table Agreed to
Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,S.Amdt. 121,Carper (D-DE),"[u'Administrative law and regulatory procedures', u'Alternative and renewable resources', u'Building construction', u'Canada', u'Climate change and greenhouse gases', u'Congressional oversight', u'Consumer affairs', u'Educational facilities and institutions', u'Electric power generation and transmission', u'Elementary and secondary education', u'Energy', u'Energy efficiency and conservation', u'Energy storage, supplies, demand', u'Environmental assessment, monitoring, research', u'Environmental technology', u'Federal appellate courts', u'General Services Administration', u'Government buildings, facilities, and property', u'Government information and archives', u'Government studies and investigations', u'Government trust funds', u'Higher education', u'Industrial facilities', u'Judicial review and appeals', u'Licensing and registrations', u'Lighting and heating', u'Materials', u'Nebraska', u'Oil and gas', u'Performance measurement', u'Pipelines', u'Pollution liability', u'Public contracts and procurement', u'Public utilities and utility rates', u'Real estate business', u'Sales and excise taxes', u'Water use and supply']",Amendment to S. 1,"January 22, 2015,  10:30 PM",Motion to Table Agreed to
